Field	Time	TopLeft:X	TopLeft:Y	TopLeft:Z	TopRight:X	TopRight:Y	TopRight:Z	BottomLeft:X	BottomLeft:Y	BottomLeft:Z	BottomRight:X	BottomRight:Y	BottomRight:Z	Brow:X	Brow:Y	Brow:Z	Tip:X	Tip:Y	Tip:Z	StickTopLeft:X	StickTopLeft:Y	StickTopLeft:Z	StickTopRight:X	StickTopRight:Y	StickTopRight:Z	StickBottomLeft:X	StickBottomLeft:Y	StickBottomLeft:Z	StickBottomRight:X	StickBottomRight:Y	StickBottomRight:Z
520	5.07	4.089396	-391.958191	999.569946	60.095207	-385.658966	1003.408142	-19.800745	-367.560425	955.459534	33.853695	-361.559937	959.269043	30.718601	-294.445465	860.335571	295.313995	-471.748352	1170.098022	294.483978	-494.973206	1143.737793	274.411285	-420.628326	1188.588623	271.45816	-504.068481	1098.20752	253.462799	-427.593628	1143.30896
521	5.08	4.08866	-391.953491	999.570862	60.094673	-385.653687	1003.408936	-19.80159	-367.557281	955.4599	33.852844	-361.556366	959.26947	30.717991	-294.443665	860.335144	295.32724	-471.787933	1170.086792	294.5	-495.00592	1143.719238	274.417297	-420.668793	1188.587524	271.476227	-504.099426	1098.191528	253.477142	-427.634491	1143.310913
522	5.09	4.087901	-391.94873	999.571777	60.094116	-385.648346	1003.409668	-19.802456	-367.554077	955.460266	33.851974	-361.552734	959.269958	30.717363	-294.441864	860.334656	295.335236	-471.824951	1170.075195	294.510498	-495.036438	1143.700806	274.419403	-420.705658	1188.584595	271.488617	-504.128754	1098.176025	253.486588	-427.673035	1143.312256
523	5.1	4.087119	-391.94397	999.572754	60.093536	-385.642975	1003.410461	-19.803343	-367.550873	955.460632	33.851078	-361.549072	959.270447	30.716719	-294.440033	860.334167	295.338196	-471.859497	1170.063354	294.515625	-495.06488	1143.682495	274.417786	-420.739136	1188.580078	271.495636	-504.156525	1098.160767	253.491287	-427.709259	1143.312744
524	5.11	4.086315	-391.939148	999.573669	60.092934	-385.637543	1003.411255	-19.804251	-367.547638	955.460938	33.850163	-361.54541	959.270935	30.716057	-294.438171	860.333679	295.336334	-471.891724	1170.051392	294.515656	-495.09137	1143.664551	274.412567	-420.76944	1188.573975	271.497467	-504.182739	1098.145752	253.491409	-427.743317	1143.312744
525	5.12	4.085485	-391.934296	999.574646	60.092312	-385.632111	1003.412048	-19.80518	-367.544373	955.461304	33.849224	-361.541687	959.271423	30.715376	-294.43631	860.333191	295.329865	-471.921753	1170.039063	294.510834	-495.115936	1143.646606	274.403961	-420.796844	1188.566528	271.494385	-504.207458	1098.131104	253.487137	-427.775299	1143.312012
526	5.13	4.084632	-391.929413	999.575562	60.09166	-385.626617	1003.412842	-19.806131	-367.541107	955.46167	33.848263	-361.537964	959.271912	30.714678	-294.434418	860.332642	295.31897	-471.949707	1170.026611	294.501343	-495.138763	1143.629028	274.39212	-420.821564	1188.557739	271.486572	-504.230713	1098.116699	253.478607	-427.805267	1143.310791
527	5.14	4.083753	-391.92453	999.576538	60.090984	-385.621094	1003.413635	-19.807104	-367.537781	955.462036	33.847279	-361.53418	959.2724	30.713961	-294.432526	860.332153	295.303833	-471.975769	1170.014038	294.487396	-495.159912	1143.611572	274.377136	-420.843781	1188.547852	271.474274	-504.252502	1098.102539	253.465958	-427.833344	1143.309082
528	5.15	4.082848	-391.919586	999.577515	60.090286	-385.61554	1003.414429	-19.8081	-367.534454	955.462402	33.846268	-361.530396	959.272888	30.713224	-294.430634	860.331665	295.284637	-472.000061	1170.001465	294.469177	-495.179504	1143.594482	274.359131	-420.86377	1188.536865	271.457703	-504.272888	1098.088501	253.449356	-427.859619	1143.306885
529	5.16	4.081916	-391.914642	999.578491	60.089558	-385.609955	1003.415283	-19.80912	-367.531128	955.462769	33.845234	-361.526581	959.273376	30.712471	-294.428711	860.331177	295.261566	-472.022675	1169.988892	294.44693	-495.197601	1143.577515	274.338226	-420.881744	1188.525146	271.437042	-504.291901	1098.074707	253.428925	-427.884155	1143.304443
530	5.17	4.080957	-391.909637	999.579468	60.088802	-385.60437	1003.416138	-19.810163	-367.527771	955.463074	33.844173	-361.522736	959.273926	30.711697	-294.426788	860.330627	295.234741	-472.043762	1169.976318	294.420807	-495.214355	1143.561035	274.314514	-420.897919	1188.512573	271.412537	-504.30957	1098.061157	253.4048	-427.907074	1143.301758
531	5.18	4.079969	-391.904663	999.580444	60.08802	-385.598724	1003.416931	-19.811232	-367.524384	955.46344	33.843086	-361.51889	959.274414	30.710901	-294.424835	860.330139	295.204346	-472.063477	1169.963867	294.390961	-495.229858	1143.544922	274.288055	-420.912476	1188.499634	271.384338	-504.325928	1098.047852	253.377106	-427.928497	1143.29895
532	5.19	4.078954	-391.899628	999.581421	60.087212	-385.593079	1003.417786	-19.812325	-367.520996	955.463806	33.841972	-361.515015	959.274963	30.710087	-294.422882	860.329651	295.170502	-472.081909	1169.951782	294.357574	-495.244202	1143.529175	274.258972	-420.925659	1188.486206	271.352661	-504.341003	1098.03479	253.345963	-427.948486	1143.296143
533	5.2	4.077908	-391.894592	999.582397	60.086369	-385.587402	1003.41864	-19.813442	-367.517609	955.464172	33.840836	-361.511139	959.275513	30.709253	-294.420929	860.329102	295.133362	-472.099213	1169.939941	294.320831	-495.257477	1143.514038	274.227234	-420.937653	1188.472534	271.317627	-504.354828	1098.021973	253.311493	-427.967163	1143.293213
534	5.21	4.076832	-391.889526	999.583374	60.085499	-385.581696	1003.419495	-19.814585	-367.514191	955.464539	33.839668	-361.507202	959.276062	30.708399	-294.418976	860.328613	295.092987	-472.115509	1169.928467	294.280823	-495.269775	1143.49939	274.192963	-420.948639	1188.458862	271.279449	-504.367432	1098.009521	253.273788	-427.984619	1143.290527
535	5.22	4.075726	-391.88446	999.584351	60.084595	-385.575989	1003.42041	-19.815756	-367.510742	955.464844	33.83847	-361.503296	959.276611	30.707521	-294.416992	860.328125	295.049561	-472.13092	1169.917603	294.237701	-495.281219	1143.485352	274.156158	-420.958801	1188.445435	271.238281	-504.378876	1097.997437	253.232971	-428.000916	1143.287964
536	5.23	4.074588	-391.879395	999.585388	60.08366	-385.570282	1003.421265	-19.816952	-367.507324	955.46521	33.837246	-361.499359	959.277161	30.706625	-294.415009	860.327576	295.003113	-472.145538	1169.907227	294.191589	-495.29187	1143.472168	274.116821	-420.968323	1188.432251	271.194244	-504.38916	1097.985596	253.189117	-428.016174	1143.285767
537	5.24	4.073418	-391.874298	999.586365	60.082691	-385.564545	1003.42218	-19.818176	-367.503876	955.465576	33.835995	-361.495422	959.277771	30.705706	-294.413025	860.327087	294.953735	-472.159485	1169.897705	294.142609	-495.301849	1143.459595	274.075012	-420.977386	1188.419556	271.147522	-504.398376	1097.974243	253.142319	-428.030487	1143.284058
538	5.25	4.072215	-391.869202	999.587402	60.081692	-385.558777	1003.423096	-19.819429	-367.500427	955.465942	33.834709	-361.491455	959.27832	30.704765	-294.411011	860.326599	294.901581	-472.172882	1169.888916	294.090851	-495.311218	1143.447998	274.030731	-420.986115	1188.407471	271.098175	-504.406494	1097.963379	253.092682	-428.043915	1143.282715
539	5.26	4.070978	-391.864105	999.588379	60.080658	-385.55304	1003.424011	-19.820709	-367.496979	955.466309	33.833397	-361.487488	959.278931	30.703802	-294.409027	860.326111	294.846619	-472.185822	1169.881104	294.036407	-495.320038	1143.437256	273.983917	-420.994659	1188.396362	271.046387	-504.413574	1097.953003	253.040268	-428.05658	1143.281982
540	5.27	4.069706	-391.859009	999.589417	60.079586	-385.547272	1003.424927	-19.822018	-367.4935	955.466614	33.832054	-361.483521	959.279541	30.702818	-294.407013	860.325623	294.789001	-472.198395	1169.874268	293.979401	-495.328461	1143.427612	273.934631	-421.003143	1188.386108	270.992249	-504.419647	1097.943237	252.985153	-428.068573	1143.281982
541	5.28	4.0684	-391.853882	999.590393	60.07848	-385.541534	1003.425842	-19.823357	-367.490051	955.46698	33.830677	-361.479553	959.28009	30.701809	-294.404999	860.325134	294.728729	-472.210724	1169.86853	293.919861	-495.336487	1143.419067	273.882813	-421.011719	1188.377075	270.935852	-504.424805	1097.934204	252.927429	-428.079926	1143.282837
542	5.29	4.067059	-391.848785	999.591431	60.077339	-385.535767	1003.426819	-19.824724	-367.486603	955.467346	33.829269	-361.475586	959.280762	30.700777	-294.402985	860.324646	294.665863	-472.222839	1169.864136	293.85788	-495.344208	1143.411743	273.828461	-421.020477	1188.369507	270.877289	-504.429016	1097.925781	252.867126	-428.090759	1143.284424
543	5.3	4.06568	-391.843689	999.592468	60.076157	-385.529999	1003.427734	-19.826124	-367.483124	955.467712	33.827831	-361.471588	959.281372	30.699724	-294.401001	860.324158	294.600433	-472.234863	1169.861084	293.793488	-495.351746	1143.405762	273.771515	-421.02951	1188.363281	270.816681	-504.432373	1097.918091	252.804337	-428.101166	1143.287109
544	5.31	4.064264	-391.838593	999.593506	60.07494	-385.524261	1003.428711	-19.827553	-367.479675	955.468079	33.826359	-361.467621	959.281982	30.698645	-294.398987	860.323669	294.532471	-472.246857	1169.859375	293.726746	-495.3591	1143.401123	273.711945	-421.03894	1188.358765	270.754059	-504.434906	1097.911377	252.73909	-428.111145	1143.290771
545	5.32	4.062811	-391.833496	999.594543	60.073681	-385.518494	1003.429688	-19.829014	-367.476196	955.468384	33.824852	-361.463623	959.282654	30.697542	-294.396973	860.323242	294.462036	-472.258911	1169.859375	293.657745	-495.366333	1143.397949	273.64975	-421.048798	1188.356079	270.689484	-504.436646	1097.905518	252.671478	-428.12085	1143.295654
546	5.33	4.061319	-391.8284	999.595581	60.072384	-385.512756	1003.430664	-19.830507	-367.472748	955.46875	33.823311	-361.459656	959.283264	30.696415	-294.394958	860.322754	294.389099	-472.271057	1169.860962	293.586456	-495.373566	1143.396362	273.584839	-421.059204	1188.355347	270.623077	-504.437653	1097.900635	252.601517	-428.13028	1143.301636
547	5.34	4.059787	-391.823334	999.596619	60.071049	-385.507019	1003.431641	-19.832033	-367.469299	955.469116	33.821735	-361.455658	959.283936	30.695265	-294.392944	860.322327	294.313721	-472.283386	1169.864258	293.512939	-495.380798	1143.396484	273.517181	-421.07019	1188.356567	270.55484	-504.437988	1097.896973	252.529266	-428.139557	1143.30896
548	5.35	4.058216	-391.818268	999.597656	60.069668	-385.501312	1003.432678	-19.83359	-367.465881	955.469482	33.820126	-361.451691	959.284607	30.694088	-294.39093	860.321899	294.23587	-472.295959	1169.869507	293.437256	-495.388123	1143.398193	273.446716	-421.081848	1188.360107	270.484863	-504.437714	1097.894409	252.454758	-428.148712	1143.317627
549	5.36	4.056603	-391.813232	999.598694	60.068245	-385.495605	1003.433716	-19.835182	-367.462433	955.469849	33.818478	-361.447754	959.285339	30.692886	-294.388947	860.321472	294.155548	-472.308777	1169.876709	293.359344	-495.395538	1143.401855	273.373444	-421.094177	1188.365967	270.413116	-504.436829	1097.893066	252.378052	-428.157806	1143.327759
550	5.37	4.054949	-391.808197	999.599731	60.06678	-385.489929	1003.434692	-19.836807	-367.459015	955.470215	33.816795	-361.443787	959.286011	30.691658	-294.386932	860.321045	294.072815	-472.32196	1169.885864	293.279297	-495.403137	1143.407349	273.297272	-421.107208	1188.374268	270.339722	-504.435455	1097.893066	252.299194	-428.166901	1143.339478
551	5.38	4.053253	-391.803192	999.600769	60.065273	-385.484253	1003.43573	-19.838467	-367.455627	955.470581	33.815075	-361.43985	959.286743	30.690405	-294.384949	860.320679	293.98764	-472.33551	1169.897217	293.197083	-495.41095	1143.414917	273.218201	-421.121002	1188.385132	270.264648	-504.433624	1097.894531	252.218201	-428.176086	1143.352661
552	5.39	4.051514	-391.798187	999.601868	60.063721	-385.478638	1003.436829	-19.840162	-367.452209	955.470947	33.81332	-361.435913	959.287415	30.689125	-294.382965	860.320313	293.900024	-472.349487	1169.910767	293.112732	-495.419037	1143.424561	273.136108	-421.13559	1188.398682	270.187927	-504.431396	1097.897461	252.135117	-428.185333	1143.367554
553	5.4	4.049731	-391.793213	999.602905	60.062122	-385.473022	1003.437866	-19.841892	-367.448853	955.471313	33.811523	-361.432007	959.288147	30.68782	-294.380981	860.319885	293.809998	-472.363922	1169.926636	293.026245	-495.427429	1143.436279	273.051056	-421.15097	1188.414917	270.109619	-504.428833	1097.901855	252.049988	-428.194763	1143.384033
554	5.41	4.047904	-391.788269	999.604004	60.060478	-385.467407	1003.438965	-19.843658	-367.445465	955.47168	33.809692	-361.428101	959.288879	30.686487	-294.378998	860.319519	293.717529	-472.378845	1169.944702	292.937653	-495.436188	1143.450195	272.962921	-421.167175	1188.433838	270.029724	-504.425995	1097.908081	251.96286	-428.204407	1143.402222
555	5.42	4.046032	-391.783356	999.605042	60.058784	-385.461853	1003.440063	-19.845463	-367.442139	955.472046	33.807819	-361.424194	959.289673	30.685127	-294.377045	860.319214	293.62262	-472.394318	1169.965332	292.846954	-495.445313	1143.466309	272.871765	-421.184204	1188.455688	269.948242	-504.423004	1097.915894	251.873749	-428.214325	1143.422241
556	5.43	4.044114	-391.778473	999.606079	60.057045	-385.456329	1003.441162	-19.847301	-367.438782	955.472412	33.805904	-361.420349	959.290405	30.683739	-294.375092	860.318848	293.525299	-472.410339	1169.988281	292.75415	-495.454865	1143.484863	272.777496	-421.202057	1188.480469	269.865234	-504.419861	1097.925537	251.782715	-428.224518	1143.44397
557	5.44	4.04215	-391.77359	999.607178	60.055256	-385.450836	1003.442261	-19.84918	-367.435486	955.472778	33.803951	-361.416504	959.291199	30.682323	-294.373138	860.318542	293.425598	-472.427002	1170.013794	292.659271	-495.464905	1143.505615	272.680145	-421.220795	1188.508179	269.780701	-504.416718	1097.93689	251.689774	-428.235077	1143.467529
558	5.45	4.040137	-391.768768	999.608276	60.053421	-385.445374	1003.44342	-19.851095	-367.43219	955.473145	33.80196	-361.412659	959.291992	30.68088	-294.371216	860.318237	293.323486	-472.444244	1170.041748	292.562347	-495.475464	1143.528809	272.579681	-421.240356	1188.538818	269.694641	-504.413605	1097.950195	251.595001	-428.246033	1143.49292
559	5.46	4.038077	-391.763977	999.609314	60.051533	-385.439972	1003.444519	-19.85305	-367.428925	955.473511	33.799923	-361.408844	959.292786	30.679409	-294.369293	860.317932	293.219055	-472.462189	1170.072266	292.463379	-495.486572	1143.554443	272.476166	-421.260773	1188.572388	269.607086	-504.410614	1097.965454	251.498428	-428.257416	1143.52002
560	5.47	4.035969	-391.759216	999.610413	60.049591	-385.43457	1003.445679	-19.855043	-367.42569	955.473877	33.797848	-361.40509	959.29364	30.677908	-294.367371	860.317688	293.112274	-472.480835	1170.105225	292.362396	-495.498291	1143.582397	272.369629	-421.282104	1188.609009	269.518097	-504.407837	1097.982788	251.400116	-428.269287	1143.549072
561	5.48	4.03381	-391.754517	999.611511	60.0476	-385.42923	1003.446838	-19.857075	-367.422485	955.474243	33.795727	-361.401337	959.294434	30.676378	-294.365479	860.317444	293.003204	-472.500214	1170.140747	292.25943	-495.510651	1143.612793	272.26004	-421.304291	1188.64856	269.427673	-504.405396	1098.001953	251.300095	-428.281677	1143.579956
562	5.49	4.031602	-391.749847	999.612549	60.045559	-385.42395	1003.448059	-19.859148	-367.419281	955.474609	33.793568	-361.397583	959.295288	30.67482	-294.363617	860.3172	292.891876	-472.520355	1170.178833	292.154541	-495.523712	1143.64563	272.147491	-421.327393	1188.69104	269.335815	-504.40332	1098.023193	251.198441	-428.294647	1143.612671
563	5.5	4.029343	-391.745209	999.613647	60.043461	-385.418701	1003.449219	-19.861263	-367.416138	955.474976	33.791359	-361.39389	959.296143	30.673231	-294.361755	860.317017	292.778381	-472.541321	1170.21936	292.04776	-495.537506	1143.680908	272.032074	-421.35144	1188.736328	269.242584	-504.401733	1098.046509	251.0952	-428.308197	1143.647217
564	5.51	4.027031	-391.740631	999.614746	60.041309	-385.413513	1003.450439	-19.863417	-367.412994	955.475342	33.789108	-361.390228	959.296997	30.671612	-294.359894	860.316833	292.66272	-472.56311	1170.262451	291.939117	-495.552094	1143.718384	271.913818	-421.376434	1188.784424	269.148041	-504.400757	1098.071777	250.990433	-428.322388	1143.683594
565	5.52	4.024668	-391.736084	999.615845	60.039101	-385.408386	1003.45166	-19.865614	-367.409912	955.475708	33.786816	-361.386597	959.297913	30.669964	-294.358063	860.31665	292.545013	-472.585815	1170.307861	291.828705	-495.567535	1143.758301	271.792816	-421.402374	1188.835205	269.052185	-504.400452	1098.099121	250.884216	-428.33728	1143.721558
566	5.53	4.022251	-391.731598	999.616943	60.036839	-385.40329	1003.452881	-19.867853	-367.40686	955.476135	33.784473	-361.382996	959.298828	30.668283	-294.356232	860.316467	292.425323	-472.609467	1170.355591	291.716522	-495.583862	1143.800537	271.66922	-421.429352	1188.888794	268.955078	-504.400909	1098.12854	250.776627	-428.352875	1143.761353
567	5.54	4.019781	-391.727142	999.618042	60.034519	-385.398254	1003.454163	-19.870134	-367.403809	955.476501	33.782089	-361.379425	959.299744	30.666574	-294.354431	860.316345	292.303711	-472.634064	1170.405518	291.602722	-495.601135	1143.844971	271.54306	-421.457367	1188.944824	268.85675	-504.402283	1098.15979	250.667709	-428.369263	1143.802856
568	5.55	4.017256	-391.722748	999.61908	60.032143	-385.39328	1003.455444	-19.872459	-367.400818	955.476868	33.779655	-361.375916	959.300659	30.664833	-294.352661	860.316223	292.180298	-472.659698	1170.457764	291.487305	-495.619415	1143.891479	271.41452	-421.48645	1189.003418	268.757263	-504.404602	1098.193115	250.557556	-428.386444	1143.845825
569	5.56	4.014676	-391.718414	999.620178	60.029705	-385.388367	1003.456726	-19.874828	-367.397858	955.477234	33.777176	-361.372406	959.301575	30.663059	-294.350891	860.316162	292.055145	-472.686371	1170.512085	291.370392	-495.638733	1143.940063	271.283722	-421.516632	1189.064209	268.656708	-504.40799	1098.228271	250.446243	-428.404449	1143.890503
570	5.57	4.012039	-391.714142	999.621277	60.02721	-385.383545	1003.458008	-19.877241	-367.394958	955.477661	33.774651	-361.368958	959.302551	30.661255	-294.349182	860.316101	291.928375	-472.714142	1170.568481	291.252075	-495.659119	1143.990723	271.150818	-421.547974	1189.127319	268.555115	-504.412537	1098.265259	250.333862	-428.423309	1143.936646
571	5.58	4.009346	-391.70993	999.622437	60.024654	-385.378754	1003.45929	-19.8797	-367.392059	955.478027	33.772076	-361.36554	959.303528	30.659418	-294.347443	860.316101	291.800079	-472.743011	1170.626709	291.132416	-495.680634	1144.043213	271.0159	-421.580475	1189.192505	268.452576	-504.418304	1098.304199	250.220474	-428.443085	1143.984253
572	5.59	4.006596	-391.70578	999.623535	60.022041	-385.374023	1003.460632	-19.882202	-367.389221	955.478455	33.769451	-361.362183	959.304504	30.657549	-294.345764	860.31604	291.67041	-472.773071	1170.68689	291.011536	-495.703339	1144.097412	270.879211	-421.614197	1189.259766	268.349121	-504.425415	1098.344727	250.106186	-428.463776	1144.033203
573	5.6	4.003787	-391.701691	999.624634	60.019363	-385.369385	1003.461975	-19.88475	-367.386444	955.478821	33.766781	-361.358856	959.305542	30.655647	-294.344086	860.316101	291.539459	-472.804291	1170.748657	290.889557	-495.727203	1144.153442	270.740845	-421.64917	1189.328735	268.244873	-504.433929	1098.386963	249.991074	-428.485443	1144.083496
574	5.61	4.000919	-391.697662	999.625732	60.016624	-385.364838	1003.463318	-19.887346	-367.383667	955.479187	33.764057	-361.355591	959.306519	30.653713	-294.342438	860.316101	291.407349	-472.836731	1170.812012	290.76651	-495.752289	1144.210938	270.601013	-421.685394	1189.399414	268.139893	-504.443878	1098.430664	249.875214	-428.508057	1144.13501
575	5.62	3.997992	-391.693695	999.626831	60.013821	-385.360321	1003.464722	-19.889988	-367.380981	955.479614	33.761284	-361.352356	959.307556	30.651745	-294.34082	860.316223	291.274231	-472.870392	1170.876831	290.642609	-495.778625	1144.269897	270.4599	-421.7229	1189.471558	268.034241	-504.455383	1098.475952	249.758713	-428.531647	1144.187744
576	5.63	3.995005	-391.689789	999.62793	60.010952	-385.355896	1003.466125	-19.892677	-367.378296	955.47998	33.758461	-361.349182	959.308655	30.649744	-294.339233	860.316284	291.140198	-472.905273	1170.942871	290.517883	-495.806213	1144.3302	270.317627	-421.761688	1189.545044	267.92807	-504.468445	1098.522705	249.641663	-428.556213	1144.241455
577	5.64	3.991956	-391.685974	999.629028	60.008018	-385.351563	1003.467529	-19.895414	-367.375702	955.480408	33.755589	-361.346039	959.309692	30.647709	-294.337646	860.316406	291.005463	-472.941376	1171.010254	290.392487	-495.835052	1144.391724	270.174469	-421.801788	1189.619873	267.821411	-504.483124	1098.570801	249.524155	-428.581787	1144.296143
578	5.65	3.988846	-391.68222	999.630188	60.005024	-385.347321	1003.468933	-19.898199	-367.373138	955.480835	33.752659	-361.342957	959.310791	30.645639	-294.336121	860.316589	290.870087	-472.978699	1171.078735	290.266571	-495.865143	1144.454346	270.030518	-421.84317	1189.695679	267.714386	-504.499481	1098.619995	249.40625	-428.608337	1144.351807
579	5.66	3.985673	-391.678558	999.631287	60.001957	-385.34314	1003.470398	-19.901033	-367.370605	955.481201	33.749683	-361.339935	959.31189	30.643536	-294.334595	860.316772	290.734222	-473.017242	1171.148071	290.140198	-495.896484	1144.517822	269.886017	-421.885864	1189.772339	267.607117	-504.517517	1098.67041	249.288086	-428.635895	1144.408325
580	5.67	3.982437	-391.674957	999.632385	59.998829	-385.33905	1003.471863	-19.903917	-367.368164	955.481628	33.746651	-361.336975	959.313049	30.641396	-294.333099	860.316956	290.598022	-473.057007	1171.218262	290.01355	-495.929077	1144.582275	269.74115	-421.92981	1189.849854	267.499634	-504.537262	1098.721802	249.169708	-428.664429	1144.465576
581	5.68	3.979137	-391.671417	999.633484	59.995628	-385.335052	1003.473328	-19.906851	-367.365753	955.482056	33.743565	-361.334045	959.314148	30.639223	-294.331635	860.3172	290.461639	-473.0979	1171.289063	289.886688	-495.96286	1144.647339	269.596039	-421.975037	1189.927856	267.39209	-504.558746	1098.77417	249.051239	-428.693939	1144.523438
582	5.69	3.975773	-391.667969	999.634644	59.992359	-385.331116	1003.474792	-19.909834	-367.363373	955.482422	33.740425	-361.331177	959.315308	30.637014	-294.330231	860.317505	290.325195	-473.139954	1171.360474	289.759796	-495.997803	1144.713013	269.450928	-422.021454	1190.006348	267.284576	-504.581909	1098.827393	248.932739	-428.724396	1144.581787
583	5.7	3.972344	-391.664612	999.635742	59.989021	-385.327301	1003.476318	-19.912868	-367.361084	955.482849	33.737232	-361.3284	959.316467	30.634769	-294.328827	860.31781	290.188782	-473.183105	1171.432251	289.632965	-496.033905	1144.779175	269.305939	-422.069092	1190.085083	267.177155	-504.606812	1098.881226	248.814301	-428.755737	1144.640747
584	5.71	3.968848	-391.661346	999.636841	59.985615	-385.323578	1003.477844	-19.915955	-367.358826	955.483276	33.733982	-361.325653	959.317688	30.632488	-294.327454	860.318115	290.052612	-473.227295	1171.504395	289.506317	-496.071106	1144.845581	269.161255	-422.117859	1190.16394	267.069946	-504.633392	1098.935791	248.695999	-428.787994	1144.700073
585	5.72	3.965286	-391.658142	999.638	59.982136	-385.319946	1003.47937	-19.919092	-367.356659	955.483704	33.730679	-361.322968	959.318909	30.630173	-294.326111	860.318481	289.916748	-473.272522	1171.57666	289.379974	-496.109375	1144.912231	269.016998	-422.167725	1190.242798	266.963013	-504.661621	1098.990967	248.577911	-428.821136	1144.759644
586	5.73	3.961656	-391.655029	999.639099	59.978584	-385.316406	1003.480957	-19.922283	-367.354523	955.484131	33.727318	-361.320343	959.320129	30.627819	-294.324829	860.318909	289.781311	-473.318665	1171.649048	289.254028	-496.148621	1144.979004	268.873383	-422.218658	1190.321533	266.856506	-504.691498	1099.046387	248.460114	-428.855072	1144.819458
587	5.74	3.957959	-391.652008	999.640198	59.97496	-385.312958	1003.482544	-19.925526	-367.352448	955.484558	33.7239	-361.31781	959.32135	30.625429	-294.323547	860.319336	289.646423	-473.365692	1171.721313	289.128632	-496.188782	1145.045776	268.730499	-422.270569	1190.399902	266.750427	-504.722931	1099.102295	248.342667	-428.889771	1144.879517
588	5.75	3.954192	-391.649078	999.641357	59.971264	-385.309631	1003.484131	-19.928822	-367.350433	955.484985	33.720425	-361.315308	959.322632	30.623003	-294.322327	860.319824	289.512238	-473.413544	1171.793457	289.003815	-496.229828	1145.112427	268.588501	-422.323364	1190.478027	266.644928	-504.75589	1099.158447	248.225632	-428.925232	1144.939575
589	5.76	3.950357	-391.64624	999.642456	59.967491	-385.306396	1003.485779	-19.932171	-367.348511	955.485413	33.716896	-361.312897	959.323914	30.620539	-294.321106	860.320313	289.378784	-473.462128	1171.865356	288.87973	-496.271698	1145.178955	268.447479	-422.377045	1190.555542	266.540039	-504.790314	1099.214722	248.109085	-428.961365	1144.999634
590	5.77	3.946451	-391.643494	999.643555	59.963642	-385.303253	1003.487366	-19.935575	-367.346619	955.48584	33.713303	-361.310547	959.325256	30.618038	-294.319946	860.320862	289.246216	-473.511383	1171.93689	288.75647	-496.31427	1145.244995	268.307587	-422.431458	1190.632446	266.435852	-504.82608	1099.270996	247.993073	-428.998108	1145.059692
591	5.78	3.942475	-391.640869	999.644714	59.959721	-385.300232	1003.489075	-19.939034	-367.344788	955.486267	33.709656	-361.308258	959.326538	30.615498	-294.318817	860.321411	289.114594	-473.561218	1172.007935	288.634094	-496.357513	1145.310791	268.168915	-422.486572	1190.708618	266.332397	-504.86319	1099.327271	247.877655	-429.035461	1145.119507
592	5.79	3.938426	-391.638306	999.645813	59.955723	-385.297333	1003.490723	-19.942549	-367.343048	955.486694	33.705948	-361.30603	959.327881	30.612921	-294.317749	860.322021	288.984009	-473.611572	1172.078491	288.512695	-496.401337	1145.376099	268.031525	-422.542267	1190.783936	266.229797	-504.901489	1099.383545	247.762863	-429.073303	1145.179199
593	5.8	3.934307	-391.635834	999.646973	59.951645	-385.294525	1003.492432	-19.946117	-367.34137	955.487122	33.702179	-361.303894	959.329285	30.610306	-294.316681	860.322693	288.854553	-473.662323	1172.148315	288.392334	-496.445648	1145.440796	267.895569	-422.59848	1190.858398	266.128052	-504.940918	1099.439453	247.648743	-429.111633	1145.238647
594	5.81	3.930114	-391.633484	999.648071	59.947491	-385.29184	1003.494141	-19.949743	-367.339752	955.487549	33.698353	-361.301819	959.330627	30.607651	-294.315674	860.323364	288.726257	-473.713409	1172.217529	288.273102	-496.490356	1145.504883	267.761047	-422.655121	1190.931763	266.027222	-504.981354	1099.495239	247.535339	-429.15033	1145.297729
595	5.82	3.925848	-391.631226	999.64917	59.94326	-385.289246	1003.49585	-19.953424	-367.338196	955.488037	33.694462	-361.299835	959.332031	30.604958	-294.314697	860.324097	288.599243	-473.76474	1172.286011	288.15506	-496.5354	1145.568237	267.628113	-422.712067	1191.00415	265.927368	-505.022705	1099.550659	247.422699	-429.189392	1145.356323
596	5.83	3.921507	-391.629089	999.65033	59.938946	-385.286804	1003.49762	-19.957165	-367.336731	955.488464	33.690514	-361.297913	959.333496	30.602226	-294.313751	860.32489	288.473541	-473.816223	1172.353638	288.038269	-496.580688	1145.630981	267.496765	-422.769226	1191.075439	265.828522	-505.06485	1099.605591	247.310837	-429.228699	1145.414673
597	5.84	3.917093	-391.627045	999.651428	59.934551	-385.284454	1003.49939	-19.96096	-367.335327	955.488953	33.686501	-361.296082	959.3349	30.599455	-294.312866	860.325684	288.349182	-473.867737	1172.42041	287.92276	-496.626099	1145.692749	267.367065	-422.826508	1191.145386	265.730713	-505.107666	1099.660034	247.199783	-429.268188	1145.472412
598	5.85	3.912602	-391.625092	999.652588	59.93008	-385.282227	1003.50116	-19.964815	-367.333984	955.48938	33.682426	-361.294312	959.336365	30.596643	-294.312012	860.326538	288.226227	-473.919189	1172.486328	287.808563	-496.6716	1145.753784	267.239105	-422.883789	1191.214233	265.633942	-505.151031	1099.713989	247.089554	-429.307831	1145.529541
